correct_word,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,morpheme_breakdown,common_typos,typo_patterns,correction_rules,phonetic_rules,error_categories
मित,मि,मित,मित,मित,मित,मित,म+इ+त,"[""मित्"",""मित"",""मीत"",""मित"",""मिहत"",""मितह"",""मिट""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_length""]","[""halant_error"",""retroflex_error""]","[""i→iː"",""t̪→ʈ"",""m→m""]","[""vowel_length_errors"",""retroflex_substitution"",""epenthesis""]"
मिलन,मि,मिल,मिलन,मिलन,मिलन,मिलन,म+इ+ल+न,"[""मिलन्"",""मिलन"",""मिलान"",""मिलन"",""मिलहन"",""मिलनह"",""मिलण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""i→i"",""l→l"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
मिसिल,मिस,मिसि,मिसिल,मिसिल,मिसिल,मिसिल,म+इ+स+इ+ल,"[""मिसिल्"",""मिसील"",""मिसिल"",""मिसिहल"",""मिसिलह"",""मिसील"",""मिसिळ""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""ल→ळ"",""vowel_length""]","[""halant_error"",""retroflex_error""]","[""i→iː"",""s→s"",""l→ɭ""]","[""vowel_length_errors"",""consonant_insertion"",""lateral_confusion""]"
मुना,मु,मुन,मुना,मुना,मुना,मुना,म+उ+न+आ,"[""मुना्"",""मुना"",""मुनाह"",""मुना"",""मुनाह"",""मुनाह"",""मुणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""lateral_confusion""]","[""u→u"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
मुनाल,मुन,मुना,मुनाल,मुनाल,मुनाल,मुनाल,म+उ+न+आ+ल,"[""मुनाल्"",""मुनाल"",""मुनाल"",""मुनाहल"",""मुनालह"",""मुनाल"",""मुनाळ""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""lateral_confusion""]","[""u→u"",""a→aː"",""l→ɭ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
मुरली,मु,मुर,मुरल,मुरली,मुरली,मुरली,म+उ+र+ल+ई,"[""मुरली्"",""मुरली"",""मुरलीह"",""मुरली"",""मुरहली"",""मुरलीह"",""मुरळी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""vowel_length""]","[""u→u"",""ɾ→ɾ"",""l→ɭ""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
मुलुक,मुल,मुलु,मुलुक,मुलुक,मुलुक,मुलुक,म+उ+ल+उ+क,"[""मुलुक्"",""मुलूक"",""मुलुक"",""मुलुहक"",""मुलुकह"",""मुलूक"",""मुलुक""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""retroflex_error""]","[""u→uː"",""l→l"",""k→k""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
मुहान,मु,मुह,मुहा,मुहान,मुहान,मुहान,म+उ+ह+आ+न,"[""मुहान्"",""मुहान"",""मुहान"",""मुहाहान"",""मुहानह"",""मुहाण"",""मुहान""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""u→u"",""a→aː"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
मुहार,मुहा,मुहार,मुहार,मुहार,मुहार,मुहार,म+उ+ह+आ+र,"[""मुहार्"",""मुहार"",""मुहार"",""मुहाहर"",""मुहारह"",""मुहार"",""मुहार""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""u→u"",""a→aː"",""ɾ→ɾ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
मैदान,मै,मैद,मैदा,मैदान,मैदान,मैदान,म+ऐ+द+आ+न,"[""मैदान्"",""मैदान"",""मैदान"",""मैदाहान"",""मैदानह"",""मैदाण"",""मैदान""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""ɛ→ɛ"",""a→aː"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
मैना,मै,मैन,मैना,मैना,मैना,मैना,म+ऐ+न+आ,"[""मैना्"",""मैना"",""मैनाह"",""मैना"",""मैना"",""मैनाह"",""मैणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""ɛ→ɛ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
मोती,मो,मोत,मोती,मोती,मोती,मोती,म+ओ+त+ई,"[""मोती्"",""मोती"",""मोतीह"",""मोती"",""मोती"",""मोतीह"",""मोटी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""त→ट"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""o→o"",""t̪→ʈ"",""i→iː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
मोहर,मो,मोह,मोहर,मोहर,मोहर,मोहर,म+ओ+ह+र,"[""मोहर्"",""मोहर"",""मोहार"",""मोहर"",""मोहहर"",""मोहरह"",""मोह्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""o→o"",""ɦ→ɦ"",""ɾ→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
मौरी,मौ,मौर,मौरी,मौरी,मौरी,मौरी,म+औ+र+ई,"[""मौरी्"",""मौरी"",""मौरीह"",""मौरी"",""मौरी"",""मौरीह"",""मौरी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_length""]","[""ɔ→ɔ"",""ɾ→ɾ"",""i→iː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
मौलिक,मौ,मौल,मौलि,मौलिक,मौलिक,मौलिक,म+औ+ल+इ+क,"[""मौलिक्"",""मौलिक"",""मौलीक"",""मौलिक"",""मौलिहक"",""मौलिकह"",""मौलिक""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""ɔ→ɔ"",""i→iː"",""k→k""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
मौसम,मौ,मौस,मौसम,मौसम,मौसम,मौसम,म+औ+स+म,"[""मौसम्"",""मौसम"",""मौसाम"",""मौसम"",""मौसहम"",""मौसमह"",""मौस्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""nasal_confusion""]","[""ɔ→ɔ"",""s→s"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
यन्त्र,यन्,यन्त्,यन्त्र,यन्त्र,यन्त्र,यन्त्र,य+न्+त+र,"[""यन्त्र्"",""यंत्र"",""यन्त्र"",""यन्ह्त्र"",""यन्त्रह"",""यंत्र"",""यन्त्र""]","[""add_halant"",""न्→ं"",""insert_consonant"",""suffix_addition"",""nasal_confusion"",""consonant_cluster""]","[""halant_error"",""consonant_cluster""]","[""n→n"",""t̪→t̪"",""ɾ→ɾ""]","[""nasal_substitution"",""consonant_insertion"",""cluster_errors""]"
यात्री,या,यात्,यात्री,यात्री,यात्री,यात्री,य+आ+त्+र+ई,"[""यात्री्"",""यात्री"",""यात्रीह"",""यात्री"",""यात्रही"",""यात्रीह"",""यात्री""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_cluster"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""a→aː"",""t̪→t̪"",""i→iː""]","[""cluster_errors"",""consonant_insertion"",""vowel_repetition""]"
युगल,यु,युग,युगल,युगल,युगल,युगल,य+उ+ग+ल,"[""युगल्"",""युगल"",""युगाल"",""युगल"",""युगहल"",""युगलह"",""युग्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""u→u"",""ɡ→ɡ"",""l→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
युवा,यु,युव,युवा,युवा,युवा,युवा,य+उ+व+आ,"[""युवा्"",""युवा"",""युवाह"",""युवा"",""युवा"",""युवाह"",""युवा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""consonant_insertion""]","[""u→u"",""ʋ→ʋ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
योग,यो,योग,योग,योग,योग,योग,य+ओ+ग,"[""योग्"",""योग"",""योग"",""योहग"",""योगह"",""योग"",""योग""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""o→o"",""ɡ→ɡ"",""j→j""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
योजना,यो,योज,योजन,योजना,योजना,योजना,य+ओ+ज+न+आ,"[""योजना्"",""योजना"",""योजनाह"",""योजना"",""योजहना"",""योजनाह"",""योजणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""o→o"",""dʒ→dʒ"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
रचना,रच,रचना,रचना,रचना,रचना,रचना,र+च+न+आ,"[""रचना्"",""रचना"",""रचनाह"",""रचना"",""रचहना"",""रचनाह"",""रचणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""tʃ→tʃ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
रजत,रज,रजत,रजत,रजत,रजत,रजत,र+ज+त,"[""रजत्"",""रजत"",""रजात"",""रजत"",""रजहत"",""रजतह"",""रजट""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""त→ट"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""dʒ→dʒ"",""t̪→ʈ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
रत्न,रत्,रत्न,रत्न,रत्न,रत्न,रत्न,र+त्+न,"[""रत्न्"",""रत्न"",""रात्न"",""रत्न"",""रत्ह्न"",""रत्नह"",""रत्न""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""nasal_confusion""]","[""t̪→t̪"",""n→n"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
रमण,रम,रमण,रमण,रमण,रमण,रमण,र+म+ण,"[""रमण्"",""रमण"",""रमाण"",""रमण"",""रमहण"",""रमणह"",""रमं""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""ण→ं"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""m→m"",""ɳ→ɳ"",""a→aː""]","[""nasal_substitution"",""consonant_insertion"",""vowel_elongation""]"
रमा,रम,रमा,रमा,रमा,रमा,रमा,र+म+आ,"[""रमा्"",""रमा"",""रमाह"",""रमा"",""रमा"",""रमाह"",""रमा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_length""]","[""m→m"",""a→aː"",""ɾ→ɾ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
रवि,रव,रवि,रवि,रवि,रवि,रवि,र+व+इ,"[""रवि्"",""रवी"",""रवि"",""रवहि"",""रविह"",""रवी"",""रवि""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_length""]","[""i→iː"",""ʋ→ʋ"",""ɾ→ɾ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
रश्मि,रश्,रश्म,रश्मि,रश्मि,रश्मि,रश्मि,र+श्+म+इ,"[""रश्मि्"",""रश्मी"",""रश्मि"",""रश्ह्मि"",""रश्मिह"",""रश्मी"",""रश्मि""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_cluster""]","[""halant_error"",""vowel_length""]","[""i→iː"",""ʃ→ʃ"",""m→m""]","[""vowel_length_errors"",""consonant_insertion"",""cluster_errors""]"
